#;approach;queueing delay;slice
15153;Proposed;null;BE 3
15154;Proposed;null;BE 3
15155;Proposed;null;BE 3
15156;Proposed;null;BE 3
15157;Proposed;null;BE 3
15158;Proposed;null;BE 3
15159;Proposed;null;BE 3
15160;Proposed;null;BE 3
15161;Proposed;null;BE 3
15162;Proposed;null;BE 3
15163;Proposed;null;BE 3
15164;Proposed;null;BE 3
15165;Proposed;null;BE 3
15166;Proposed;null;BE 3
15167;Proposed;null;BE 3
15168;Proposed;null;BE 3
15169;Proposed;null;BE 3
15170;Proposed;null;BE 3
15171;Proposed;null;BE 3
15172;Proposed;null;BE 3
15173;Proposed;null;BE 3
15174;Proposed;null;BE 3
15175;Proposed;null;BE 3
15176;Proposed;null;BE 3
15177;Proposed;null;BE 3
15178;Proposed;null;BE 3
15179;Proposed;null;BE 3
15180;Proposed;null;BE 3
15181;Proposed;null;BE 3
15182;Proposed;null;BE 3
15183;Proposed;null;BE 3
15184;Proposed;null;BE 3
15185;Proposed;null;BE 3
15186;Proposed;null;BE 3
15187;Proposed;null;BE 3
15188;Proposed;null;BE 3
15189;Proposed;null;BE 3
15190;Proposed;null;BE 3
15191;Proposed;110.266;BE 3
15192;Proposed;518.24;BE 3
15193;Proposed;562.583;BE 3
15194;Proposed;565.122;BE 3
15195;Proposed;627.329;BE 3
15196;Proposed;672.639;BE 3
15197;Proposed;648.26;BE 3
15198;Proposed;668.77;BE 3
15199;Proposed;655.668;BE 3
15200;Proposed;674.544;BE 3
15201;Proposed;661.953;BE 3
15202;Proposed;654.55;BE 3
15203;Proposed;652.116;BE 3
15204;Proposed;652.748;BE 3
15205;Proposed;670.695;BE 3
15206;Proposed;699.973;BE 3
15207;Proposed;635.272;BE 3
15208;Proposed;655.823;BE 3
15209;Proposed;686.668;BE 3
15210;Proposed;656.003;BE 3
15211;Proposed;630.579;BE 3
15212;Proposed;643.039;BE 3
15213;Proposed;657.966;BE 3
15214;Proposed;676.553;BE 3
15215;Proposed;752.881;BE 3
15216;Proposed;752.881;BE 3
15217;Proposed;1514.1570000000002;BE 3
15218;Proposed;1673.326;BE 3
15219;Proposed;1050.944;BE 3
15220;Proposed;650.59;BE 3
15221;Proposed;655.926;BE 3
15222;Proposed;678.633;BE 3
15223;Proposed;665.502;BE 3
15224;Proposed;644.095;BE 3
15225;Proposed;672.722;BE 3
15226;Proposed;685.405;BE 3
15227;Proposed;988.047;BE 3
15228;Proposed;1599.9389999999999;BE 3
15229;Proposed;2003.018;BE 3
15230;Proposed;2100.117;BE 3
15231;Proposed;961.679;BE 3
15232;Proposed;null;BE 3
15233;Proposed;783.72;BE 3
15234;Proposed;717.725;BE 3
15235;Proposed;827.792;BE 3
15236;Proposed;723.796;BE 3
15237;Proposed;690.304;BE 3
15238;Proposed;693.009;BE 3
15239;Proposed;661.136;BE 3
15240;Proposed;612.764;BE 3
15241;Proposed;649.278;BE 3
15242;Proposed;778.466;BE 3
15243;Proposed;676.964;BE 3
15244;Proposed;648.972;BE 3
15245;Proposed;642.468;BE 3
15246;Proposed;643.827;BE 3
15247;Proposed;632.139;BE 3
15248;Proposed;627.686;BE 3
15249;Proposed;613.753;BE 3
15250;Proposed;643.014;BE 3
15251;Proposed;659.96;BE 3
15252;Proposed;679.49;BE 3
15253;Proposed;665.659;BE 3
15254;Proposed;641.866;BE 3
15255;Proposed;596.676;BE 3
15256;Proposed;651.791;BE 3
15257;Proposed;676.705;BE 3
15258;Proposed;632.396;BE 3
15259;Proposed;665.938;BE 3
15260;Proposed;633.351;BE 3
15261;Proposed;652.834;BE 3
15262;Proposed;626.239;BE 3
15263;Proposed;659.946;BE 3
15264;Proposed;625.884;BE 3
15265;Proposed;642.869;BE 3
15266;Proposed;631.924;BE 3
15267;Proposed;657.891;BE 3
15268;Proposed;710.225;BE 3
15269;Proposed;645.821;BE 3
15270;Proposed;633.933;BE 3
15271;Proposed;642.601;BE 3
15272;Proposed;643.4;BE 3
15273;Proposed;647.914;BE 3
15274;Proposed;642.748;BE 3
15275;Proposed;711.146;BE 3
15276;Proposed;1275.43;BE 3
15277;Proposed;1745.1970000000001;BE 3
15278;Proposed;1747.347;BE 3
15279;Proposed;1012.239;BE 3
15280;Proposed;638.694;BE 3
15281;Proposed;653.695;BE 3
15282;Proposed;684.085;BE 3
15283;Proposed;645.154;BE 3
15284;Proposed;626.53;BE 3
15285;Proposed;628.91;BE 3
15286;Proposed;641.62;BE 3
15287;Proposed;987.56;BE 3
15288;Proposed;1672.3609999999999;BE 3
15289;Proposed;2122.143;BE 3
15290;Proposed;2086.406;BE 3
15291;Proposed;810.681;BE 3
15292;Proposed;653.178;BE 3
15293;Proposed;683.387;BE 3
15294;Proposed;613.025;BE 3
15295;Proposed;676.026;BE 3
15296;Proposed;682.996;BE 3
15297;Proposed;647.724;BE 3
15298;Proposed;668.923;BE 3
15299;Proposed;637.017;BE 3
15300;Proposed;703.289;BE 3
15301;Proposed;661.318;BE 3
15302;Proposed;652.411;BE 3
15303;Proposed;637.807;BE 3
15304;Proposed;675.133;BE 3
15305;Proposed;658.541;BE 3
15306;Proposed;622.064;BE 3
15307;Proposed;622.927;BE 3
15308;Proposed;635.399;BE 3
15309;Proposed;672.073;BE 3
15310;Proposed;675.064;BE 3
15311;Proposed;683.417;BE 3
15312;Proposed;698.585;BE 3
15313;Proposed;668.4;BE 3
15314;Proposed;659.63;BE 3
15315;Proposed;653.125;BE 3
15316;Proposed;641.41;BE 3
15317;Proposed;655.686;BE 3
15318;Proposed;678.144;BE 3
15319;Proposed;706.169;BE 3
15320;Proposed;654.356;BE 3
15321;Proposed;680.871;BE 3
15322;Proposed;665.041;BE 3
15323;Proposed;640.927;BE 3
15324;Proposed;636.336;BE 3
15325;Proposed;675.123;BE 3
15326;Proposed;682.662;BE 3
15327;Proposed;681.235;BE 3
15328;Proposed;679.816;BE 3
15329;Proposed;669.407;BE 3
15330;Proposed;700.843;BE 3
15331;Proposed;682.501;BE 3
15332;Proposed;714.812;BE 3
15333;Proposed;663.725;BE 3
15334;Proposed;638.784;BE 3
15335;Proposed;690.512;BE 3
15336;Proposed;1244.215;BE 3
15337;Proposed;1675.104;BE 3
15338;Proposed;1822.357;BE 3
15339;Proposed;1039.715;BE 3
15340;Proposed;649.716;BE 3
15341;Proposed;661.113;BE 3
15342;Proposed;633.28;BE 3
15343;Proposed;619.55;BE 3
15344;Proposed;630.64;BE 3
15345;Proposed;644.752;BE 3
15346;Proposed;644.752;BE 3
15347;Proposed;971.702;BE 3
15348;Proposed;1575.5259999999998;BE 3
15349;Proposed;1944.8;BE 3
15350;Proposed;1928.792;BE 3
15351;Proposed;755.217;BE 3
15352;Proposed;611.139;BE 3
15353;Proposed;651.799;BE 3
15354;Proposed;649.933;BE 3
15355;Proposed;632.349;BE 3
15356;Proposed;727.038;BE 3
15357;Proposed;684.361;BE 3
15358;Proposed;634.635;BE 3
15359;Proposed;675.025;BE 3
15360;Proposed;656.594;BE 3
15361;Proposed;598.625;BE 3
15362;Proposed;634.742;BE 3
15363;Proposed;674.656;BE 3
15364;Proposed;691.208;BE 3
15365;Proposed;684.968;BE 3
15366;Proposed;649.33;BE 3
15367;Proposed;692.94;BE 3
15368;Proposed;646.112;BE 3
15369;Proposed;634.986;BE 3
15370;Proposed;701.928;BE 3
15371;Proposed;661.718;BE 3
15372;Proposed;null;BE 3
15373;Proposed;672.326;BE 3
15374;Proposed;689.183;BE 3
15375;Proposed;675.32;BE 3
15376;Proposed;672.478;BE 3
15377;Proposed;680.12;BE 3
15378;Proposed;774.3;BE 3
15379;Proposed;705.259;BE 3
15380;Proposed;685.772;BE 3
15381;Proposed;648.792;BE 3
15382;Proposed;667.482;BE 3
15383;Proposed;668.635;BE 3
15384;Proposed;640.687;BE 3
15385;Proposed;null;BE 3
15386;Proposed;630.016;BE 3
15387;Proposed;633;BE 3
15388;Proposed;644.028;BE 3
15389;Proposed;648.693;BE 3
15390;Proposed;654.794;BE 3
15391;Proposed;665.523;BE 3
15392;Proposed;638.61;BE 3
15393;Proposed;652.977;BE 3
15394;Proposed;686.108;BE 3
15395;Proposed;656.494;BE 3
15396;Proposed;663.395;BE 3
15397;Proposed;null;BE 3
15398;Proposed;1259.422;BE 3
15399;Proposed;null;BE 3
15400;Proposed;1720.8809999999999;BE 3
15401;Proposed;null;BE 3
15402;Proposed;1981.534;BE 3
15403;Proposed;1093.701;BE 3
15404;Proposed;598.49;BE 3
15405;Proposed;591.472;BE 3
15406;Proposed;631.82;BE 3
15407;Proposed;707.861;BE 3
15408;Proposed;678.676;BE 3
15409;Proposed;670.858;BE 3
15410;Proposed;677.284;BE 3
15411;Proposed;null;BE 3
15412;Proposed;962.106;BE 3
15413;Proposed;962.106;BE 3
15414;Proposed;1932.595;BE 3
15415;Proposed;1828.9160000000002;BE 3
15416;Proposed;null;BE 3
15417;Proposed;720.854;BE 3
15418;Proposed;680.472;BE 3
15419;Proposed;null;BE 3
15420;Proposed;641.563;BE 3
15421;Proposed;618.98;BE 3
15422;Proposed;631.251;BE 3
15423;Proposed;666.658;BE 3
15424;Proposed;636.377;BE 3
15425;Proposed;null;BE 3
15426;Proposed;636.377;BE 3
15427;Proposed;633.581;BE 3
15428;Proposed;605.838;BE 3
15429;Proposed;598.797;BE 3
15430;Proposed;656.345;BE 3
15431;Proposed;658.439;BE 3
15432;Proposed;639.242;BE 3
15433;Proposed;639.242;BE 3
15434;Proposed;668.372;BE 3
15435;Proposed;683.509;BE 3
15436;Proposed;683.509;BE 3
15437;Proposed;730.745;BE 3
15438;Proposed;668.631;BE 3
15439;Proposed;679.637;BE 3
15440;Proposed;699.318;BE 3
15441;Proposed;671.199;BE 3
15442;Proposed;null;BE 3
15443;Proposed;644.397;BE 3
15444;Proposed;678.977;BE 3
15445;Proposed;671.883;BE 3
15446;Proposed;null;BE 3
15447;Proposed;681.712;BE 3
15448;Proposed;644.886;BE 3
15449;Proposed;687.603;BE 3
15450;Proposed;685.995;BE 3
15451;Proposed;685.995;BE 3
15452;Proposed;675.354;BE 3
15453;Proposed;null;BE 3
15454;Proposed;663.892;BE 3
15455;Proposed;640.485;BE 3
15456;Proposed;652.087;BE 3
15457;Proposed;665.265;BE 3
15458;Proposed;672.413;BE 3
15459;Proposed;670.669;BE 3
15460;Proposed;678.637;BE 3
15461;Proposed;683.698;BE 3
15462;Proposed;676.538;BE 3
15463;Proposed;708.866;BE 3
15464;Proposed;749.387;BE 3
15465;Proposed;1278.234;BE 3
15466;Proposed;1675.5230000000001;BE 3
15467;Proposed;1849.682;BE 3
15468;Proposed;null;BE 3
15469;Proposed;1016.651;BE 3
15470;Proposed;586.515;BE 3
15471;Proposed;647.596;BE 3
15472;Proposed;null;BE 3
15473;Proposed;671.187;BE 3
15474;Proposed;671.187;BE 3
15475;Proposed;621.406;BE 3
15476;Proposed;621.406;BE 3
15477;Proposed;null;BE 3
15478;Proposed;668.872;BE 3
15479;Proposed;970.407;BE 3
15480;Proposed;1609.52;BE 3
15481;Proposed;2148.279;BE 3
15482;Proposed;1985.105;BE 3
15483;Proposed;690.445;BE 3
15484;Proposed;null;BE 3
15485;Proposed;680.682;BE 3
15486;Proposed;641.713;BE 3
15487;Proposed;641.713;BE 3
15488;Proposed;632.327;BE 3
15489;Proposed;null;BE 3
15490;Proposed;634.135;BE 3
15491;Proposed;677.596;BE 3
15492;Proposed;null;BE 3
15493;Proposed;null;BE 3
15494;Proposed;645.186;BE 3
15495;Proposed;642.167;BE 3
15496;Proposed;648.194;BE 3
15497;Proposed;640.083;BE 3
15498;Proposed;618.428;BE 3
15499;Proposed;619.612;BE 3
15500;Proposed;652.583;BE 3
15501;Proposed;652.583;BE 3
15502;Proposed;631.905;BE 3
15503;Proposed;627.465;BE 3
15504;Proposed;653.832;BE 3
15505;Proposed;646.842;BE 3
15506;Proposed;640.468;BE 3
15507;Proposed;658.664;BE 3
15508;Proposed;698.351;BE 3
15509;Proposed;763.639;BE 3
15510;Proposed;763.639;BE 3
15511;Proposed;673.258;BE 3
15512;Proposed;null;BE 3
15513;Proposed;656.346;BE 3
15514;Proposed;686.875;BE 3
15515;Proposed;652.664;BE 3
15516;Proposed;648.234;BE 3
15517;Proposed;628.219;BE 3
15518;Proposed;683.424;BE 3
15519;Proposed;683.424;BE 3
15520;Proposed;689.464;BE 3
15521;Proposed;669.957;BE 3
15522;Proposed;660.478;BE 3
15523;Proposed;660.478;BE 3
15524;Proposed;633.725;BE 3
15525;Proposed;659.982;BE 3
15526;Proposed;677.82;BE 3
15527;Proposed;714.08;BE 3
15528;Proposed;696.034;BE 3
15529;Proposed;null;BE 3
15530;Proposed;787.224;BE 3
15531;Proposed;1320.0520000000001;BE 3
15532;Proposed;1320.0520000000001;BE 3
15533;Proposed;1906.6309999999999;BE 3
15534;Proposed;1003.649;BE 3
15535;Proposed;608.45;BE 3
15536;Proposed;622.961;BE 3
15537;Proposed;662.052;BE 3
15538;Proposed;662.052;BE 3
15539;Proposed;630.931;BE 3
15540;Proposed;634.552;BE 3
15541;Proposed;655.239;BE 3
15542;Proposed;1025.791;BE 3
15543;Proposed;1593.591;BE 3
15544;Proposed;1917.175;BE 3
15545;Proposed;null;BE 3
15546;Proposed;2041.518;BE 3
15547;Proposed;null;BE 3
15548;Proposed;899.918;BE 3
15549;Proposed;null;BE 3
15550;Proposed;737.561;BE 3
15551;Proposed;722.223;BE 3
15552;Proposed;680.694;BE 3
15553;Proposed;734.301;BE 3
15554;Proposed;734.301;BE 3
15555;Proposed;null;BE 3
15556;Proposed;716.794;BE 3
15557;Proposed;799.03;BE 3
15558;Proposed;776.424;BE 3
15559;Proposed;785.576;BE 3
15560;Proposed;738.448;BE 3
15561;Proposed;null;BE 3
15562;Proposed;699.924;BE 3
15563;Proposed;699.924;BE 3
15564;Proposed;791.913;BE 3
15565;Proposed;774.504;BE 3
15566;Proposed;773.719;BE 3
15567;Proposed;773.719;BE 3
15568;Proposed;790.47;BE 3
15569;Proposed;667.427;BE 3
15570;Proposed;788.923;BE 3
15571;Proposed;765.829;BE 3
15572;Proposed;null;BE 3
15573;Proposed;724.187;BE 3
15574;Proposed;724.187;BE 3
15575;Proposed;693.031;BE 3
15576;Proposed;768.305;BE 3
15577;Proposed;null;BE 3
15578;Proposed;666.579;BE 3
15579;Proposed;619.798;BE 3
15580;Proposed;619.798;BE 3
15581;Proposed;687.738;BE 3
15582;Proposed;639.931;BE 3
15583;Proposed;639.931;BE 3
15584;Proposed;694.512;BE 3
15585;Proposed;694.512;BE 3
15586;Proposed;638.739;BE 3
15587;Proposed;643.134;BE 3
15588;Proposed;643.134;BE 3
15589;Proposed;617.766;BE 3
15590;Proposed;647.129;BE 3
15591;Proposed;647.129;BE 3
15592;Proposed;null;BE 3
15593;Proposed;635.258;BE 3
15594;Proposed;614.083;BE 3
15595;Proposed;609.768;BE 3
15596;Proposed;609.768;BE 3
15597;Proposed;757.642;BE 3
15598;Proposed;1782.719;BE 3
15599;Proposed;1898.3609999999999;BE 3
15600;Proposed;1898.3609999999999;BE 3
15601;Proposed;null;BE 3
15602;Proposed;null;BE 3
15603;Proposed;null;BE 3
15604;Proposed;null;BE 3
15605;Proposed;null;BE 3
15606;Proposed;null;BE 3
15607;Proposed;null;BE 3
15608;Proposed;null;BE 3
15609;Proposed;null;BE 3
15610;Proposed;null;BE 3
15611;Proposed;null;BE 3
15612;Proposed;null;BE 3
15613;Proposed;null;BE 3
15614;Proposed;null;BE 3
15615;Proposed;null;BE 3
15616;Proposed;null;BE 3
15617;Proposed;null;BE 3
15618;Proposed;null;BE 3
15619;Proposed;null;BE 3
15620;Proposed;null;BE 3
15621;Proposed;null;BE 3
15622;Proposed;null;BE 3
15623;Proposed;null;BE 3
15624;Proposed;null;BE 3
15625;Proposed;null;BE 3
15626;Proposed;null;BE 3
15627;Proposed;null;BE 3
15628;Proposed;null;BE 3
15629;Proposed;null;BE 3
15630;Proposed;null;BE 3
15631;Proposed;null;BE 3
15632;Proposed;null;BE 3
15633;Proposed;null;BE 3
15634;Proposed;null;BE 3
15635;Proposed;null;BE 3
15636;Proposed;null;BE 3
15637;Proposed;null;BE 3
15638;Proposed;null;BE 3
15639;Proposed;null;BE 3
15640;Proposed;null;BE 3
15641;Proposed;null;BE 3
15642;Proposed;null;BE 3
15643;Proposed;null;BE 3
15644;Proposed;null;BE 3
15645;Proposed;null;BE 3
15646;Proposed;null;BE 3
15647;Proposed;null;BE 3
15648;Proposed;null;BE 3
15649;Proposed;null;BE 3
15650;Proposed;null;BE 3
15651;Proposed;null;BE 3
15652;Proposed;null;BE 3
15653;Proposed;null;BE 3
15654;Proposed;null;BE 3
15655;Proposed;null;BE 3
15656;Proposed;null;BE 3
15657;Proposed;null;BE 3
15658;Proposed;null;BE 3
15659;Proposed;null;BE 3
15660;Proposed;null;BE 3
15661;Proposed;null;BE 3
15662;Proposed;null;BE 3
15663;Proposed;null;BE 3
15664;Proposed;null;BE 3
15665;Proposed;null;BE 3
15666;Proposed;null;BE 3
15667;Proposed;null;BE 3
15668;Proposed;null;BE 3
15669;Proposed;null;BE 3
15670;Proposed;null;BE 3
15671;Proposed;null;BE 3
15672;Proposed;null;BE 3
15673;Proposed;null;BE 3
15674;Proposed;null;BE 3
15675;Proposed;null;BE 3
15676;Proposed;null;BE 3
15677;Proposed;null;BE 3
15678;Proposed;null;BE 3
15679;Proposed;null;BE 3
15680;Proposed;null;BE 3
15681;Proposed;null;BE 3
15682;Proposed;null;BE 3
15683;Proposed;null;BE 3
15684;Proposed;null;BE 3
15685;Proposed;null;BE 3
15686;Proposed;null;BE 3
15687;Proposed;null;BE 3
15688;Proposed;null;BE 3
15689;Proposed;null;BE 3
15690;Proposed;null;BE 3
15691;Proposed;null;BE 3
15692;Proposed;null;BE 3
15693;Proposed;null;BE 3
15694;Proposed;null;BE 3
15695;Proposed;null;BE 3
15696;Proposed;null;BE 3
15697;Proposed;null;BE 3
15698;Proposed;null;BE 3
15699;Proposed;null;BE 3
15700;Proposed;null;BE 3
15701;Proposed;null;BE 3
15702;Proposed;null;BE 3
15703;Proposed;null;BE 3
15704;Proposed;null;BE 3
15705;Proposed;null;BE 3
15706;Proposed;null;BE 3
15707;Proposed;null;BE 3
15708;Proposed;null;BE 3
15709;Proposed;null;BE 3
15710;Proposed;null;BE 3
15711;Proposed;null;BE 3
15712;Proposed;null;BE 3
15713;Proposed;null;BE 3
15714;Proposed;null;BE 3
15715;Proposed;null;BE 3
15716;Proposed;null;BE 3
15717;Proposed;null;BE 3
15718;Proposed;null;BE 3
15719;Proposed;null;BE 3
15720;Proposed;null;BE 3
15721;Proposed;null;BE 3
15722;Proposed;null;BE 3
15723;Proposed;null;BE 3
15724;Proposed;null;BE 3
15725;Proposed;null;BE 3
15726;Proposed;null;BE 3
15727;Proposed;null;BE 3
15728;Proposed;null;BE 3
15729;Proposed;null;BE 3
15730;Proposed;null;BE 3
15731;Proposed;null;BE 3
15732;Proposed;null;BE 3
15733;Proposed;null;BE 3
15734;Proposed;null;BE 3
15735;Proposed;null;BE 3
15736;Proposed;null;BE 3
15737;Proposed;null;BE 3
15738;Proposed;null;BE 3
15739;Proposed;null;BE 3
15740;Proposed;null;BE 3
15741;Proposed;null;BE 3
15742;Proposed;null;BE 3
15743;Proposed;null;BE 3
15744;Proposed;null;BE 3
15745;Proposed;null;BE 3
15746;Proposed;null;BE 3
15747;Proposed;null;BE 3
15748;Proposed;null;BE 3
15749;Proposed;null;BE 3
15750;Proposed;null;BE 3
15751;Proposed;null;BE 3
15752;Proposed;null;BE 3
15753;Proposed;null;BE 3
15754;Proposed;null;BE 3
15755;Proposed;null;BE 3
15756;Proposed;null;BE 3
15757;Proposed;null;BE 3
15758;Proposed;null;BE 3
15759;Proposed;null;BE 3
15760;Proposed;null;BE 3
15761;Proposed;null;BE 3
15762;Proposed;null;BE 3
15763;Proposed;null;BE 3
15764;Proposed;null;BE 3
15765;Proposed;null;BE 3
15766;Proposed;null;BE 3
15767;Proposed;null;BE 3
15768;Proposed;null;BE 3
15769;Proposed;null;BE 3
15770;Proposed;null;BE 3
15771;Proposed;null;BE 3
15772;Proposed;null;BE 3
15773;Proposed;null;BE 3
15774;Proposed;null;BE 3
15775;Proposed;null;BE 3
15776;Proposed;null;BE 3
15777;Proposed;null;BE 3
15778;Proposed;null;BE 3
15779;Proposed;null;BE 3
15780;Proposed;null;BE 3
15781;Proposed;null;BE 3
15782;Proposed;null;BE 3
15783;Proposed;null;BE 3
15784;Proposed;null;BE 3
15785;Proposed;null;BE 3
15786;Proposed;null;BE 3
15787;Proposed;null;BE 3
15788;Proposed;null;BE 3
15789;Proposed;null;BE 3
15790;Proposed;null;BE 3
15791;Proposed;null;BE 3
15792;Proposed;null;BE 3
15793;Proposed;null;BE 3
15794;Proposed;null;BE 3
15795;Proposed;null;BE 3
15796;Proposed;null;BE 3
15797;Proposed;null;BE 3
15798;Proposed;null;BE 3
15799;Proposed;null;BE 3
15800;Proposed;null;BE 3
15801;Proposed;null;BE 3
15802;Proposed;null;BE 3
15803;Proposed;null;BE 3
15804;Proposed;null;BE 3
15805;Proposed;null;BE 3
15806;Proposed;null;BE 3
15807;Proposed;null;BE 3
15808;Proposed;null;BE 3
15809;Proposed;null;BE 3
15810;Proposed;null;BE 3
15811;Proposed;null;BE 3
15812;Proposed;null;BE 3
15813;Proposed;null;BE 3
15814;Proposed;null;BE 3
15815;Proposed;null;BE 3
15816;Proposed;null;BE 3
15817;Proposed;null;BE 3
15818;Proposed;null;BE 3
15819;Proposed;null;BE 3
15820;Proposed;null;BE 3
15821;Proposed;null;BE 3
15822;Proposed;null;BE 3
15823;Proposed;null;BE 3
15824;Proposed;null;BE 3
15825;Proposed;null;BE 3
15826;Proposed;null;BE 3
15827;Proposed;null;BE 3
15828;Proposed;null;BE 3
15829;Proposed;null;BE 3
15830;Proposed;null;BE 3
15831;Proposed;null;BE 3
15832;Proposed;null;BE 3
15833;Proposed;null;BE 3
15834;Proposed;null;BE 3
15835;Proposed;null;BE 3
15836;Proposed;null;BE 3
15837;Proposed;null;BE 3
15838;Proposed;null;BE 3
15839;Proposed;null;BE 3
15840;Proposed;null;BE 3
15841;Proposed;null;BE 3
15842;Proposed;null;BE 3
15843;Proposed;null;BE 3
15844;Proposed;null;BE 3
15845;Proposed;null;BE 3
15846;Proposed;null;BE 3
15847;Proposed;null;BE 3
15848;Proposed;null;BE 3
15849;Proposed;null;BE 3
15850;Proposed;null;BE 3
15851;Proposed;null;BE 3
15852;Proposed;null;BE 3
15853;Proposed;null;BE 3
15854;Proposed;null;BE 3
15855;Proposed;null;BE 3
15856;Proposed;null;BE 3
15857;Proposed;null;BE 3
15858;Proposed;null;BE 3
15859;Proposed;null;BE 3
15860;Proposed;null;BE 3
15861;Proposed;null;BE 3
15862;Proposed;null;BE 3
15863;Proposed;null;BE 3
15864;Proposed;null;BE 3
15865;Proposed;null;BE 3
15866;Proposed;null;BE 3
15867;Proposed;null;BE 3
15868;Proposed;null;BE 3
15869;Proposed;null;BE 3
15870;Proposed;null;BE 3
15871;Proposed;null;BE 3
15872;Proposed;null;BE 3
15873;Proposed;null;BE 3
15874;Proposed;null;BE 3
15875;Proposed;null;BE 3
15876;Proposed;null;BE 3
15877;Proposed;null;BE 3
15878;Proposed;null;BE 3
15879;Proposed;null;BE 3
15880;Proposed;null;BE 3
15881;Proposed;null;BE 3
15882;Proposed;null;BE 3
15883;Proposed;null;BE 3
15884;Proposed;null;BE 3
15885;Proposed;null;BE 3
15886;Proposed;null;BE 3
15887;Proposed;null;BE 3
15888;Proposed;null;BE 3
15889;Proposed;null;BE 3
15890;Proposed;null;BE 3
15891;Proposed;null;BE 3
15892;Proposed;null;BE 3
15893;Proposed;null;BE 3
15894;Proposed;null;BE 3
15895;Proposed;null;BE 3
15896;Proposed;null;BE 3
15897;Proposed;null;BE 3
15898;Proposed;null;BE 3
15899;Proposed;null;BE 3
15900;Proposed;null;BE 3
15901;Proposed;null;BE 3
15902;Proposed;null;BE 3
15903;Proposed;null;BE 3
15904;Proposed;null;BE 3
15905;Proposed;null;BE 3
15906;Proposed;null;BE 3
15907;Proposed;null;BE 3
15908;Proposed;null;BE 3
15909;Proposed;null;BE 3
15910;Proposed;null;BE 3
15911;Proposed;null;BE 3
15912;Proposed;null;BE 3
15913;Proposed;null;BE 3
15914;Proposed;null;BE 3
15915;Proposed;null;BE 3
15916;Proposed;null;BE 3
15917;Proposed;null;BE 3
15918;Proposed;null;BE 3
15919;Proposed;null;BE 3
15920;Proposed;null;BE 3
15921;Proposed;null;BE 3
15922;Proposed;null;BE 3
15923;Proposed;null;BE 3
15924;Proposed;null;BE 3
15925;Proposed;null;BE 3
15926;Proposed;null;BE 3
15927;Proposed;null;BE 3
15928;Proposed;null;BE 3
15929;Proposed;null;BE 3
15930;Proposed;null;BE 3
15931;Proposed;null;BE 3
15932;Proposed;null;BE 3
15933;Proposed;null;BE 3
15934;Proposed;null;BE 3
15935;Proposed;null;BE 3
15936;Proposed;null;BE 3
15937;Proposed;null;BE 3
15938;Proposed;null;BE 3
15939;Proposed;null;BE 3
15940;Proposed;null;BE 3
15941;Proposed;null;BE 3
15942;Proposed;null;BE 3
15943;Proposed;null;BE 3
15944;Proposed;null;BE 3
15945;Proposed;null;BE 3
15946;Proposed;null;BE 3
15947;Proposed;null;BE 3
15948;Proposed;null;BE 3
15949;Proposed;null;BE 3
15950;Proposed;null;BE 3
15951;Proposed;null;BE 3
15952;Proposed;null;BE 3
15953;Proposed;null;BE 3
15954;Proposed;null;BE 3
15955;Proposed;null;BE 3
15956;Proposed;null;BE 3
15957;Proposed;null;BE 3
15958;Proposed;null;BE 3
15959;Proposed;null;BE 3
15960;Proposed;null;BE 3
15961;Proposed;null;BE 3
15962;Proposed;null;BE 3
15963;Proposed;null;BE 3
15964;Proposed;null;BE 3
15965;Proposed;null;BE 3
15966;Proposed;null;BE 3
15967;Proposed;null;BE 3
15968;Proposed;null;BE 3
15969;Proposed;null;BE 3
15970;Proposed;null;BE 3
15971;Proposed;null;BE 3
15972;Proposed;null;BE 3
15973;Proposed;null;BE 3
15974;Proposed;null;BE 3
15975;Proposed;null;BE 3
15976;Proposed;null;BE 3
15977;Proposed;null;BE 3
15978;Proposed;null;BE 3
15979;Proposed;null;BE 3
15980;Proposed;null;BE 3
15981;Proposed;null;BE 3
15982;Proposed;null;BE 3
15983;Proposed;null;BE 3
15984;Proposed;null;BE 3
15985;Proposed;null;BE 3
15986;Proposed;null;BE 3
15987;Proposed;null;BE 3
15988;Proposed;null;BE 3
15989;Proposed;null;BE 3
15990;Proposed;null;BE 3
15991;Proposed;null;BE 3
15992;Proposed;null;BE 3
15993;Proposed;null;BE 3
15994;Proposed;null;BE 3
15995;Proposed;null;BE 3
15996;Proposed;null;BE 3
15997;Proposed;null;BE 3
15998;Proposed;null;BE 3
15999;Proposed;null;BE 3
16000;Proposed;null;BE 3
16001;Proposed;null;BE 3
16002;Proposed;null;BE 3
16003;Proposed;null;BE 3
16004;Proposed;null;BE 3
16005;Proposed;null;BE 3
16006;Proposed;null;BE 3
16007;Proposed;null;BE 3
16008;Proposed;null;BE 3
16009;Proposed;null;BE 3
16010;Proposed;null;BE 3
16011;Proposed;null;BE 3
16012;Proposed;null;BE 3
16013;Proposed;null;BE 3
16014;Proposed;null;BE 3
16015;Proposed;null;BE 3
16016;Proposed;null;BE 3
16017;Proposed;null;BE 3
16018;Proposed;null;BE 3
16019;Proposed;null;BE 3
16020;Proposed;null;BE 3
16021;Proposed;null;BE 3
16022;Proposed;null;BE 3
16023;Proposed;null;BE 3
16024;Proposed;null;BE 3
16025;Proposed;null;BE 3
16026;Proposed;null;BE 3
16027;Proposed;null;BE 3
